patient_id,average_distance
CT-042,0.0
CT-111,0.0
CT-151,0.0
CT-154,0.0
CT-053,0.0
CT-073,0.0
CT-131,0.0
CT-133,0.0
CT-136,0.0
CT-139,0.0
CT-165,0.0
CT-174,0.0
CT-176,0.0
CT-102,0.15
CT-056,0.15
CT-159,0.25
CT-142,0.25
CT-155,0.3
CT-120,0.35
CT-023,0.4
CT-147,0.4
CT-054,0.4914213562373095
CT-150,0.5
CT-104,0.55
CT-128,0.55
CT-112,0.5914213562373095
CT-090,0.6
CT-169,0.6
CT-009,0.6621320343559642
CT-175,0.7
CT-029,0.7328427124746191
CT-087,0.7621320343559642
CT-123,0.8
CT-086,0.85
CT-065,0.85
CT-083,0.8742640687119284
CT-100,0.8914213562373096
CT-158,0.9
CT-074,0.9242640687119286
CT-071,0.9449747468305831
CT-091,0.9535533905932738
CT-051,0.9535533905932738
CT-067,0.9621320343559642
CT-146,0.9742640687119284
CT-126,0.9901559309717177
CT-134,1.0035533905932739
CT-075,1.004782367965915
CT-099,1.0242640687119284
CT-140,1.0242640687119287
CT-119,1.0742640687119285
CT-138,1.082842712474619
CT-106,1.0863961030678928
CT-178,1.1071067811865476
CT-016,1.115685424949238
CT-129,1.1937093215649914
CT-062,1.1985281374238572
CT-125,1.2181798275874711
CT-117,1.2217332181807448
CT-101,1.2254930460845697
CT-024,1.2303118619434354
CT-115,1.2437093215649915
CT-084,1.248528137423857
CT-098,1.248528137423857
CT-164,1.287625080440534
CT-109,1.2899494936611666
CT-059,1.307276770604148
CT-011,1.3353006672199013
CT-108,1.340119483078767
CT-153,1.406011345338556
CT-124,1.4133245638356549
CT-052,1.4438793109825918
CT-107,1.443879310982592
CT-156,1.4633245638356547
CT-076,1.5013625188972908
CT-127,1.5060113453385562
CT-041,1.5061813347561563
CT-160,1.513324563835655
CT-012,1.531710828733677
CT-025,1.542613885717
CT-143,1.5728035494900117
CT-080,1.5902894724963674
CT-118,1.5938793109825917
CT-047,1.6024579547452824
CT-105,1.6268920128748114
CT-144,1.656583051749248
CT-096,1.6988681162590578
CT-097,1.778960872126585
CT-049,1.8119369403996388
CT-060,1.8167557562585042
CT-055,1.8183498170050711
CT-015,1.8235703498570277
CT-167,1.8260647524952613
CT-179,1.8725479955211533
CT-137,1.893660390632899
CT-069,1.935045113251043
CT-121,1.945424199653403
CT-184,1.9974800105357164
CT-177,2.030628014385268
CT-172,2.086248076927755
CT-163,2.0885126981493958
