patient_id,average_distance
CT-009,0.0
CT-023,0.0
CT-041,0.0
CT-083,0.0
CT-090,0.0
CT-096,0.0
CT-098,0.0
CT-102,0.0
CT-108,0.0
CT-111,0.0
CT-115,0.0
CT-117,0.0
CT-126,0.0
CT-151,0.0
CT-153,0.0
CT-154,0.0
CT-159,0.0
CT-049,0.0
CT-053,0.0
CT-054,0.0
CT-062,0.0
CT-067,0.0
CT-071,0.0
CT-073,0.0
CT-080,0.0
CT-119,0.0
CT-125,0.0
CT-131,0.0
CT-133,0.0
CT-138,0.0
CT-140,0.0
CT-142,0.0
CT-143,0.0
CT-144,0.0
CT-147,0.0
CT-164,0.0
CT-165,0.0
CT-167,0.0
CT-169,0.0
CT-174,0.0
CT-175,0.0
CT-176,0.0
CT-177,0.0
CT-011,1.0
CT-012,1.0
CT-029,1.0
CT-084,1.0
CT-087,1.0
CT-101,1.0
CT-104,1.0
CT-107,1.0
CT-109,1.0
CT-112,1.0
CT-121,1.0
CT-127,1.0
CT-129,1.0
CT-150,1.0
CT-155,1.0
CT-163,1.0
CT-051,1.0
CT-060,1.0
CT-069,1.0
CT-120,1.0
CT-128,1.0
CT-134,1.0
CT-136,1.0
CT-139,1.0
CT-146,1.0
CT-172,1.0
CT-178,1.0
CT-179,1.0
CT-184,1.0
CT-015,1.4142135623730954
CT-016,1.4142135623730954
CT-025,1.4142135623730954
CT-042,1.4142135623730954
CT-047,1.4142135623730954
CT-091,1.4142135623730954
CT-099,1.4142135623730954
CT-100,1.4142135623730954
CT-105,1.4142135623730954
CT-106,1.4142135623730954
CT-124,1.4142135623730954
CT-158,1.4142135623730954
CT-052,1.4142135623730954
CT-055,1.4142135623730954
CT-056,1.4142135623730954
CT-059,1.4142135623730954
CT-074,1.4142135623730954
CT-075,1.4142135623730954
CT-076,1.4142135623730954
CT-118,1.4142135623730954
CT-123,1.4142135623730954
CT-024,1.7320508075688772
CT-156,1.7320508075688772
CT-160,1.7320508075688772
CT-065,1.7320508075688772
CT-086,2.0
CT-097,2.0
CT-137,2.0
