patient_id,average_distance
CT-175,1.5495841698664456
CT-120,1.5883248891108146
CT-142,1.6300536354975048
CT-176,1.6528319474906195
CT-139,1.6984264245719118
CT-151,1.7046823954598402
CT-128,1.7144300502255567
CT-154,1.7168811733359195
CT-104,1.754473373532828
CT-140,1.7723744396757586
CT-174,1.786061119325489
CT-126,1.7886327228832648
CT-159,1.8005145103405078
CT-062,1.8033542379427314
CT-115,1.8311184170197117
CT-169,1.8467929891319983
CT-155,1.8469249665611922
CT-172,1.8477440067619746
CT-178,1.8960729213857817
CT-133,1.9015124757677075
CT-177,1.9087338354536574
CT-105,1.9192631691319857
CT-131,1.9406309629096465
CT-012,1.9606893104258334
CT-067,1.968272153275938
CT-091,1.9902984699060926
CT-090,1.9974015620581895
CT-127,2.0141516697610595
CT-134,2.02174126068524
CT-137,2.0240776033081476
CT-112,2.0262766757899695
CT-150,2.0267718767645935
CT-098,2.0397259475437077
CT-146,2.0410027435453575
CT-023,2.043769269000162
CT-107,2.048697615322138
CT-118,2.049853318840714
CT-080,2.05478216020385
CT-016,2.0569169280678183
CT-156,2.062791317260537
CT-106,2.0781560923861924
CT-129,2.1000240742543226
CT-147,2.1107468188192824
CT-042,2.116193265650301
CT-158,2.1234811210688482
CT-102,2.124342571813236
CT-163,2.130628015404596
CT-136,2.1341140852013902
CT-052,2.167628809984653
CT-179,2.1699426940693063
CT-138,2.1756994422406217
CT-041,2.17862608158667
CT-165,2.1819525023027326
CT-011,2.1922439829398277
CT-087,2.2078293055274893
CT-184,2.213394585747272
CT-117,2.2240413763243656
CT-065,2.225611917908709
CT-084,2.232528445999743
CT-121,2.2370126065193707
CT-144,2.259898986083999
CT-124,2.266287353869985
CT-024,2.2731074007495997
CT-029,2.274459685493439
CT-119,2.285378705843649
CT-069,2.330548825764615
CT-025,2.3398701149619727
CT-074,2.343649930287861
CT-053,2.354080037780347
CT-164,2.3639934382076637
CT-167,2.3642490631802655
CT-060,2.365948620374929
CT-059,2.375551897656596
CT-125,2.3883437492798514
CT-051,2.390723851976145
CT-099,2.416711290900593
CT-086,2.443244411239235
CT-049,2.4467325810532357
CT-076,2.4712972622026177
CT-096,2.5013115566893167
CT-015,2.5037723210449316
CT-123,2.514865757771635
CT-143,2.5214120975801046
CT-097,2.5411474917003742
CT-055,2.5420623216839324
CT-109,2.577850403134535
CT-054,2.580187368830633
CT-160,2.59631722920894
CT-108,2.6029422726222875
CT-009,2.6106325187282327
CT-111,2.6718509121447918
CT-073,2.6994099285779773
CT-100,2.735550966848289
CT-056,2.7880857823825265
CT-101,2.8055043917587734
CT-071,2.832106326765454
CT-153,2.840652069785471
CT-047,2.905496158618783
CT-083,2.968085577666379
CT-075,3.03515933524723
