patient_id,average_distance
CT-012,0.0
CT-025,0.0
CT-083,0.0
CT-096,0.0
CT-101,0.0
CT-109,0.0
CT-115,0.0
CT-124,0.0
CT-151,0.0
CT-153,0.0
CT-154,0.0
CT-155,0.0
CT-159,0.0
CT-049,0.0
CT-051,0.0
CT-069,0.0
CT-119,0.0
CT-120,0.0
CT-131,0.0
CT-133,0.0
CT-139,0.0
CT-142,0.0
CT-164,0.0
CT-165,0.0
CT-169,0.0
CT-175,0.0
CT-011,1.0
CT-023,1.0
CT-029,1.0
CT-090,1.0
CT-098,1.0
CT-102,1.0
CT-105,1.0
CT-106,1.0
CT-107,1.0
CT-108,1.0
CT-111,1.0
CT-112,1.0
CT-117,1.0
CT-126,1.0
CT-158,1.0
CT-054,1.0
CT-059,1.0
CT-062,1.0
CT-067,1.0
CT-125,1.0
CT-128,1.0
CT-136,1.0
CT-140,1.0
CT-146,1.0
CT-176,1.0
CT-177,1.0
CT-178,1.0
CT-179,1.0
CT-042,1.4142135623730954
CT-087,1.4142135623730954
CT-099,1.4142135623730954
CT-150,1.4142135623730954
CT-160,1.4142135623730954
CT-052,1.4142135623730954
CT-060,1.4142135623730954
CT-134,1.4142135623730954
CT-138,1.4142135623730954
CT-144,1.4142135623730954
CT-167,1.4142135623730954
CT-174,1.4142135623730954
CT-184,1.4142135623730954
CT-015,1.7320508075688772
CT-016,1.7320508075688772
CT-024,1.7320508075688772
CT-084,1.7320508075688772
CT-097,1.7320508075688772
CT-100,1.7320508075688772
CT-104,1.7320508075688772
CT-121,1.7320508075688772
CT-127,1.7320508075688772
CT-129,1.7320508075688772
CT-156,1.7320508075688772
CT-053,1.7320508075688772
CT-075,1.7320508075688772
CT-080,1.7320508075688772
CT-118,1.7320508075688772
CT-143,1.7320508075688772
CT-147,1.7320508075688772
CT-172,1.7320508075688772
CT-041,2.0
CT-163,2.0
CT-055,2.0
CT-071,2.0
CT-073,2.0
CT-074,2.0
CT-009,2.236067977499789
CT-047,2.236067977499789
CT-091,2.236067977499789
CT-056,2.236067977499789
CT-065,2.236067977499789
CT-076,2.236067977499789
CT-123,2.236067977499789
CT-086,2.645751311064591
CT-137,2.645751311064591
