patient_id,average_distance
CT-073,0.5526634573197233
CT-111,0.7094619407771254
CT-056,0.8964302845714908
CT-083,1.6261563814390172
CT-102,1.8093039048824373
CT-131,1.836019360708048
CT-054,1.917298259978983
CT-155,1.9315636116002437
CT-177,1.9586297006263884
CT-175,1.9703890026051643
CT-151,1.975872653516659
CT-174,2.011958442493356
CT-150,2.0265395522596275
CT-090,2.03452907436722
CT-115,2.0445288849272947
CT-154,2.052388389733511
CT-133,2.0781764817364023
CT-109,2.114335647250016
CT-140,2.1272967378604943
CT-067,2.1278787444145992
CT-104,2.1365433908090123
CT-112,2.148675435609521
CT-071,2.178365716061341
CT-176,2.1920331930790846
CT-139,2.199930231794472
CT-126,2.2016388203021933
CT-128,2.20420475203545
CT-053,2.215960014099834
CT-165,2.230890780740931
CT-098,2.2323352512526595
CT-012,2.2591035112715674
CT-120,2.2639307978227308
CT-142,2.2654177809102567
CT-074,2.274226916740256
CT-169,2.300773477895286
CT-101,2.31810783303178
CT-164,2.3237968423550437
CT-009,2.3399329941246583
CT-159,2.3405842369460017
CT-167,2.3651177143520883
CT-146,2.3693731671302247
CT-121,2.3696997575597196
CT-117,2.3735913397670627
CT-156,2.3739276833083482
CT-076,2.375024356129564
CT-138,2.376259283342331
CT-123,2.3769561926289637
CT-052,2.3969018867228633
CT-096,2.404383415035841
CT-125,2.420752872273467
CT-136,2.4577476527097977
CT-106,2.4585245771306474
CT-100,2.4597084948687877
CT-143,2.4633281497774435
CT-107,2.4652385499642357
CT-119,2.4657760031646285
CT-042,2.474561205105512
CT-024,2.508433756913266
CT-091,2.510511986829497
CT-080,2.5208909483101385
CT-060,2.531153753580667
CT-016,2.5385669313730252
CT-134,2.541691677551051
CT-124,2.5433190077520607
CT-069,2.5467114200130654
CT-129,2.549357949722576
CT-084,2.551084234277515
CT-047,2.558901313809577
CT-127,2.579923708932133
CT-147,2.586251871595782
CT-015,2.5876340970733724
CT-062,2.5950684984590655
CT-184,2.59874990179203
CT-163,2.6026552406275085
CT-099,2.6274688564882327
CT-023,2.6542136701754893
CT-029,2.663075689516915
CT-059,2.6672422097491104
CT-178,2.677052680267428
CT-041,2.678443288443863
CT-137,2.6859807630333146
CT-179,2.7019006007608963
CT-160,2.7033818047688625
CT-049,2.708958335709285
CT-087,2.7167494431841708
CT-105,2.730878356216846
CT-075,2.7327326513917636
CT-153,2.7378010765558916
CT-172,2.738703950115524
CT-011,2.7481853427119156
CT-055,2.7484394079223673
CT-051,2.752584120500737
CT-158,2.825076530909199
CT-108,2.8448411001733875
CT-097,2.876739181043189
CT-118,2.8838610713448776
CT-065,2.941600303192602
CT-144,2.983928311045453
CT-025,3.0348216805937276
CT-086,3.106461659983338
