,angle,distance,correlation,roi_condition,patient_id
16,2.356194490192345,2,0.21428571428571425,healthy,CT-009
17,2.356194490192345,3,0.08019545846507617,healthy,CT-009
18,2.356194490192345,4,-0.04755671902268764,healthy,CT-009
19,2.356194490192345,5,0.15447154471544716,healthy,CT-009
0,0.0,1,0.6736269520968593,healthy,CT-009
1,0.0,2,0.17632461258216953,healthy,CT-009
2,0.0,3,-0.07820186598812551,healthy,CT-009
3,0.0,4,-0.19294386395363594,healthy,CT-009
4,0.0,5,-0.3260869565217391,healthy,CT-009
5,0.7853981633974483,1,0.12394036831335868,healthy,CT-009
6,0.7853981633974483,2,0.12394036831335868,healthy,CT-009
7,0.7853981633974483,3,0.1311112806040729,healthy,CT-009
8,0.7853981633974483,4,-0.04164061523071153,healthy,CT-009
9,0.7853981633974483,5,0.021582733812949624,healthy,CT-009
10,1.5707963267948966,1,0.22901085243791477,healthy,CT-009
11,1.5707963267948966,2,-0.2144129332785313,healthy,CT-009
12,1.5707963267948966,3,-0.058532134011211066,healthy,CT-009
13,1.5707963267948966,4,-0.13338176845164323,healthy,CT-009
14,1.5707963267948966,5,0.0326086956521739,healthy,CT-009
15,2.356194490192345,1,0.17446575342465753,healthy,CT-009
16,2.356194490192345,2,0.17446575342465753,healthy,CT-009
17,2.356194490192345,3,-0.19,healthy,CT-009
18,2.356194490192345,4,-0.18604651162790695,healthy,CT-009
19,2.356194490192345,5,0.15751575157515751,healthy,CT-009
0,0.0,1,0.550655294362388,healthy,CT-009
1,0.0,2,0.022278803309993638,healthy,CT-009
2,0.0,3,-0.16569525395503745,healthy,CT-009
3,0.0,4,-0.14547013432409256,healthy,CT-009
4,0.0,5,0.05418403334402051,healthy,CT-009
5,0.7853981633974483,1,0.009625390218522352,healthy,CT-009
6,0.7853981633974483,2,0.009625390218522352,healthy,CT-009
7,0.7853981633974483,3,0.08696312035210198,healthy,CT-009
8,0.7853981633974483,4,-0.14450327000934293,healthy,CT-009
9,0.7853981633974483,5,-0.2628247395489912,healthy,CT-009
10,1.5707963267948966,1,0.18132746901239508,healthy,CT-009
11,1.5707963267948966,2,-0.2236286919831224,healthy,CT-009
12,1.5707963267948966,3,0.07937172774869111,healthy,CT-009
13,1.5707963267948966,4,0.17758649048741704,healthy,CT-009
14,1.5707963267948966,5,-0.17024687399807634,healthy,CT-009
15,2.356194490192345,1,0.2570754716981132,healthy,CT-009
16,2.356194490192345,2,0.2570754716981132,healthy,CT-009
17,2.356194490192345,3,0.18462535089613474,healthy,CT-009
18,2.356194490192345,4,0.09544383346425765,healthy,CT-009
19,2.356194490192345,5,-0.02759276879162705,healthy,CT-009
0,0.0,1,0.6215666327568667,healthy,CT-009
1,0.0,2,0.09426987060998153,healthy,CT-009
2,0.0,3,-0.17775592701846388,healthy,CT-009
3,0.0,4,-0.335636154289004,healthy,CT-009
4,0.0,5,-0.3845139550216102,healthy,CT-009
5,0.7853981633974483,1,0.09019431652252044,healthy,CT-009
6,0.7853981633974483,2,0.09019431652252044,healthy,CT-009
7,0.7853981633974483,3,-0.04257913476076672,healthy,CT-009
8,0.7853981633974483,4,0.18685695320278786,healthy,CT-009
9,0.7853981633974483,5,0.25474410580793566,healthy,CT-009
10,1.5707963267948966,1,0.18090142004527682,healthy,CT-009
11,1.5707963267948966,2,-0.4050493962678375,healthy,CT-009
12,1.5707963267948966,3,-0.24326038693307966,healthy,CT-009
13,1.5707963267948966,4,-0.008608832968264495,healthy,CT-009
14,1.5707963267948966,5,0.20152369789758992,healthy,CT-009
15,2.356194490192345,1,0.09108164689462662,healthy,CT-009
16,2.356194490192345,2,0.09108164689462662,healthy,CT-009
17,2.356194490192345,3,-0.2348772346943441,healthy,CT-009
18,2.356194490192345,4,-0.08634772462077012,healthy,CT-009
19,2.356194490192345,5,-0.02283105022831054,healthy,CT-009
0,0.0,1,0.5403498174030039,healthy,CT-009
1,0.0,2,0.0968901671759842,healthy,CT-009
2,0.0,3,0.044412085911903904,healthy,CT-009
3,0.0,4,-0.008274004233211481,healthy,CT-009
4,0.0,5,0.06997742663656883,healthy,CT-009
5,0.7853981633974483,1,-0.14917825537294566,healthy,CT-009
6,0.7853981633974483,2,-0.14917825537294566,healthy,CT-009
7,0.7853981633974483,3,-0.22614448266737233,healthy,CT-009
8,0.7853981633974483,4,0.19306236860546602,healthy,CT-009
9,0.7853981633974483,5,-0.2452130945027795,healthy,CT-009
10,1.5707963267948966,1,0.21406655652584375,healthy,CT-009
11,1.5707963267948966,2,-0.3270341207349082,healthy,CT-009
12,1.5707963267948966,3,-0.20554609584042807,healthy,CT-009
13,1.5707963267948966,4,-0.17404737384140062,healthy,CT-009
14,1.5707963267948966,5,-0.020316027088036134,healthy,CT-009
15,2.356194490192345,1,0.279107090749927,healthy,CT-009
16,2.356194490192345,2,0.279107090749927,healthy,CT-009
17,2.356194490192345,3,-0.09014004001143182,healthy,CT-009
18,2.356194490192345,4,0.3109789075175771,healthy,CT-009
19,2.356194490192345,5,0.18163583686204593,healthy,CT-009
0,0.0,1,0.9155378459011162,cancer,CT-011
1,0.0,2,0.7269084061609772,cancer,CT-011
2,0.0,3,0.46892108973358876,cancer,CT-011
3,0.0,4,0.16564809190998658,cancer,CT-011
4,0.0,5,-0.157157763311895,cancer,CT-011
5,0.7853981633974483,1,0.8589931318992677,cancer,CT-011
6,0.7853981633974483,2,0.8589931318992677,cancer,CT-011
7,0.7853981633974483,3,0.567043100567992,cancer,CT-011
8,0.7853981633974483,4,0.19243684327577545,cancer,CT-011
9,0.7853981633974483,5,-0.19426562931953717,cancer,CT-011
10,1.5707963267948966,1,0.9509286271609733,cancer,CT-011
11,1.5707963267948966,2,0.8853058387172108,cancer,CT-011
12,1.5707963267948966,3,0.819712695419774,cancer,CT-011
13,1.5707963267948966,4,0.7456406368460955,cancer,CT-011
14,1.5707963267948966,5,0.6629092100105776,cancer,CT-011
15,2.356194490192345,1,0.912142068843625,cancer,CT-011
16,2.356194490192345,2,0.912142068843625,cancer,CT-011
17,2.356194490192345,3,0.7703200802700493,cancer,CT-011
18,2.356194490192345,4,0.6010099868824694,cancer,CT-011
19,2.356194490192345,5,0.41284403669724773,cancer,CT-011
0,0.0,1,0.5210569777043764,healthy,CT-011
1,0.0,2,0.39258597588209015,healthy,CT-011
2,0.0,3,0.21810699588477367,healthy,CT-011
3,0.0,4,0.1121495327102804,healthy,CT-011
4,0.0,5,-0.2177853299348626,healthy,CT-011
5,0.7853981633974483,1,0.27253886010362705,healthy,CT-011
6,0.7853981633974483,2,0.27253886010362705,healthy,CT-011
7,0.7853981633974483,3,0.040278988666085445,healthy,CT-011
8,0.7853981633974483,4,-0.17177019539224264,healthy,CT-011
9,0.7853981633974483,5,-0.08806670140698282,healthy,CT-011
10,1.5707963267948966,1,0.4443954493341564,healthy,CT-011
11,1.5707963267948966,2,0.05979951607328033,healthy,CT-011
12,1.5707963267948966,3,0.1532674435757486,healthy,CT-011
13,1.5707963267948966,4,0.24297457465111838,healthy,CT-011
14,1.5707963267948966,5,0.06542056074766352,healthy,CT-011
15,2.356194490192345,1,0.4590673575129534,healthy,CT-011
16,2.356194490192345,2,0.4590673575129534,healthy,CT-011
17,2.356194490192345,3,-0.006741573033707866,healthy,CT-011
18,2.356194490192345,4,-0.1935897435897436,healthy,CT-011
19,2.356194490192345,5,-0.3131839499739448,healthy,CT-011
0,0.0,1,0.5713956525078732,healthy,CT-011
1,0.0,2,0.34143473147785186,healthy,CT-011
2,0.0,3,0.09973521624007058,healthy,CT-011
3,0.0,4,0.03026461733481221,healthy,CT-011
4,0.0,5,-0.05574324324324326,healthy,CT-011
5,0.7853981633974483,1,0.20536788523831565,healthy,CT-011
6,0.7853981633974483,2,0.20536788523831565,healthy,CT-011
7,0.7853981633974483,3,-0.04065040650406505,healthy,CT-011
8,0.7853981633974483,4,-0.10516653553632309,healthy,CT-011
9,0.7853981633974483,5,0.064,healthy,CT-011
10,1.5707963267948966,1,0.4426510310297121,healthy,CT-011
11,1.5707963267948966,2,0.018242122719734667,healthy,CT-011
12,1.5707963267948966,3,0.07651715039577832,healthy,CT-011
13,1.5707963267948966,4,0.18316831683168314,healthy,CT-011
14,1.5707963267948966,5,0.07094594594594592,healthy,CT-011
15,2.356194490192345,1,0.5055626661415774,healthy,CT-011
16,2.356194490192345,2,0.5055626661415774,healthy,CT-011
17,2.356194490192345,3,0.07488851299400277,healthy,CT-011
18,2.356194490192345,4,-0.020574041148082305,healthy,CT-011
19,2.356194490192345,5,-0.25,healthy,CT-011
0,0.0,1,0.8327104466987008,healthy,CT-011
1,0.0,2,0.5487017266376698,healthy,CT-011
2,0.0,3,0.3653585926928281,healthy,CT-011
3,0.0,4,0.21220723917672105,healthy,CT-011
4,0.0,5,0.07270686905675981,healthy,CT-011
5,0.7853981633974483,1,0.6231248495868652,healthy,CT-011
6,0.7853981633974483,2,0.6231248495868652,healthy,CT-011
7,0.7853981633974483,3,0.05802252816020026,healthy,CT-011
8,0.7853981633974483,4,-0.4615384615384616,healthy,CT-011
9,0.7853981633974483,5,-0.5202702702702704,healthy,CT-011
10,1.5707963267948966,1,0.6852168506140214,healthy,CT-011
11,1.5707963267948966,2,0.12287633346503357,healthy,CT-011
12,1.5707963267948966,3,-0.26019945602901173,healthy,CT-011
13,1.5707963267948966,4,-0.4220320855614974,healthy,CT-011
14,1.5707963267948966,5,-0.23442206603272103,healthy,CT-011
15,2.356194490192345,1,0.5705521472392638,healthy,CT-011
16,2.356194490192345,2,0.5705521472392638,healthy,CT-011
17,2.356194490192345,3,-0.029307519341438312,healthy,CT-011
18,2.356194490192345,4,-0.21138580176910865,healthy,CT-011
19,2.356194490192345,5,-0.2440327752048451,healthy,CT-011
0,0.0,1,0.8798033145146603,healthy,CT-011
1,0.0,2,0.7655881403491348,healthy,CT-011
2,0.0,3,0.7271138593897031,healthy,CT-011
3,0.0,4,0.7642899233942252,healthy,CT-011
4,0.0,5,0.7647058823529411,healthy,CT-011
5,0.7853981633974483,1,0.816631130063966,healthy,CT-011
6,0.7853981633974483,2,0.816631130063966,healthy,CT-011
7,0.7853981633974483,3,0.5050184662176842,healthy,CT-011
8,0.7853981633974483,4,0.03802806660365012,healthy,CT-011
9,0.7853981633974483,5,-0.4724115755627009,healthy,CT-011
10,1.5707963267948966,1,0.8196078431372548,healthy,CT-011
11,1.5707963267948966,2,0.5134480824303977,healthy,CT-011
12,1.5707963267948966,3,0.12297353734006608,healthy,CT-011
13,1.5707963267948966,4,-0.3079530638852672,healthy,CT-011
14,1.5707963267948966,5,-0.5932773109243697,healthy,CT-011
15,2.356194490192345,1,0.6955523073710586,healthy,CT-011
16,2.356194490192345,2,0.6955523073710586,healthy,CT-011
17,2.356194490192345,3,0.36687702541361084,healthy,CT-011
18,2.356194490192345,4,0.015264247909795189,healthy,CT-011
19,2.356194490192345,5,-0.26129448644661635,healthy,CT-011
0,0.0,1,0.8972046096850244,healthy,CT-011
1,0.0,2,0.7495276653171388,healthy,CT-011
2,0.0,3,0.566583953680728,healthy,CT-011
3,0.0,4,0.3860806332250073,healthy,CT-011
4,0.0,5,0.20882984957999606,healthy,CT-011
5,0.7853981633974483,1,0.7337691654777598,healthy,CT-011
6,0.7853981633974483,2,0.7337691654777598,healthy,CT-011
7,0.7853981633974483,3,0.32935135701561347,healthy,CT-011
8,0.7853981633974483,4,-0.2423564504101417,healthy,CT-011
9,0.7853981633974483,5,-0.7117062894974421,healthy,CT-011
10,1.5707963267948966,1,0.8350036665851871,healthy,CT-011
11,1.5707963267948966,2,0.6200377718356739,healthy,CT-011
12,1.5707963267948966,3,0.36619540200814377,healthy,CT-011
13,1.5707963267948966,4,0.0802292263610315,healthy,CT-011
14,1.5707963267948966,5,-0.2893143192029693,healthy,CT-011
15,2.356194490192345,1,0.8232520295134715,healthy,CT-011
16,2.356194490192345,2,0.8232520295134715,healthy,CT-011
17,2.356194490192345,3,0.6705043704562813,healthy,CT-011
18,2.356194490192345,4,0.574671711551302,healthy,CT-011
19,2.356194490192345,5,0.4646840148698884,healthy,CT-011
0,0.0,1,0.6078431372549022,healthy,CT-011
1,0.0,2,0.3792788680967595,healthy,CT-011
2,0.0,3,0.08638906152889993,healthy,CT-011
3,0.0,4,-0.12340425531914892,healthy,CT-011
4,0.0,5,-0.1918951132300358,healthy,CT-011
5,0.7853981633974483,1,0.3875587123381832,healthy,CT-011
6,0.7853981633974483,2,0.3875587123381832,healthy,CT-011
7,0.7853981633974483,3,0.2250712250712251,healthy,CT-011
8,0.7853981633974483,4,0.276510067114094,healthy,CT-011
9,0.7853981633974483,5,0.12041884816753931,healthy,CT-011
10,1.5707963267948966,1,0.44742900997697627,healthy,CT-011
11,1.5707963267948966,2,0.20903954802259883,healthy,CT-011
12,1.5707963267948966,3,-0.0526315789473684,healthy,CT-011
13,1.5707963267948966,4,-0.21787950766573108,healthy,CT-011
14,1.5707963267948966,5,-0.3110846245530394,healthy,CT-011
15,2.356194490192345,1,0.2898945622556568,healthy,CT-011
16,2.356194490192345,2,0.2898945622556568,healthy,CT-011
17,2.356194490192345,3,-0.07294453361869094,healthy,CT-011
18,2.356194490192345,4,-0.2628865979381443,healthy,CT-011
19,2.356194490192345,5,-0.27208480565371024,healthy,CT-011
0,0.0,1,0.8530202545259008,healthy,CT-011
1,0.0,2,0.6844679340537981,healthy,CT-011
2,0.0,3,0.46830548266813987,healthy,CT-011
3,0.0,4,0.2109649935173181,healthy,CT-011
4,0.0,5,-0.03252452245740837,healthy,CT-011
5,0.7853981633974483,1,0.8063498135220427,healthy,CT-011
6,0.7853981633974483,2,0.8063498135220427,healthy,CT-011
7,0.7853981633974483,3,0.6614810205351588,healthy,CT-011
8,0.7853981633974483,4,0.5596087761036215,healthy,CT-011
9,0.7853981633974483,5,0.44385026737967914,healthy,CT-011
10,1.5707963267948966,1,0.8024605787558482,healthy,CT-011
11,1.5707963267948966,2,0.5688350983358548,healthy,CT-011
12,1.5707963267948966,3,0.3413226808699512,healthy,CT-011
13,1.5707963267948966,4,0.060262155031617755,healthy,CT-011
14,1.5707963267948966,5,-0.23902942694889004,healthy,CT-011
15,2.356194490192345,1,0.6861741563628537,healthy,CT-011
16,2.356194490192345,2,0.6861741563628537,healthy,CT-011
17,2.356194490192345,3,0.14535182331792504,healthy,CT-011
18,2.356194490192345,4,-0.34514599450960814,healthy,CT-011
19,2.356194490192345,5,-0.6988416988416988,healthy,CT-011
0,0.0,1,0.6798029556650246,healthy,CT-011
1,0.0,2,0.4356492494463129,healthy,CT-011
2,0.0,3,0.37302020753686516,healthy,CT-011
3,0.0,4,0.48497854077253233,healthy,CT-011
4,0.0,5,0.4290934003197078,healthy,CT-011
5,0.7853981633974483,1,0.27975376196990426,healthy,CT-011
6,0.7853981633974483,2,0.27975376196990426,healthy,CT-011
7,0.7853981633974483,3,0.09953100573215215,healthy,CT-011
8,0.7853981633974483,4,-0.3054008234439331,healthy,CT-011
9,0.7853981633974483,5,-0.3279352226720648,healthy,CT-011
10,1.5707963267948966,1,0.3999574437903397,healthy,CT-011
11,1.5707963267948966,2,-0.04519015659955256,healthy,CT-011
12,1.5707963267948966,3,-0.19838872104733135,healthy,CT-011
13,1.5707963267948966,4,-0.3926499032882012,healthy,CT-011
14,1.5707963267948966,5,-0.5300296871431834,healthy,CT-011
15,2.356194490192345,1,0.43243243243243257,healthy,CT-011
16,2.356194490192345,2,0.43243243243243257,healthy,CT-011
17,2.356194490192345,3,0.07960136243219376,healthy,CT-011
18,2.356194490192345,4,0.08147080028839217,healthy,CT-011
19,2.356194490192345,5,-0.28180633955709944,healthy,CT-011
0,0.0,1,0.7638468997775368,healthy,CT-011
1,0.0,2,0.6773264188994526,healthy,CT-011
2,0.0,3,0.6800438796964989,healthy,CT-011
3,0.0,4,0.6726190476190476,healthy,CT-011
4,0.0,5,0.5636363636363637,healthy,CT-011
5,0.7853981633974483,1,0.5643860173289513,healthy,CT-011
6,0.7853981633974483,2,0.5643860173289513,healthy,CT-011
7,0.7853981633974483,3,0.2813912090921539,healthy,CT-011
8,0.7853981633974483,4,-0.13043478260869565,healthy,CT-011
9,0.7853981633974483,5,-0.5652173913043477,healthy,CT-011
10,1.5707963267948966,1,0.6313849394418115,healthy,CT-011
11,1.5707963267948966,2,0.24454575056984695,healthy,CT-011
12,1.5707963267948966,3,-0.07253009650781016,healthy,CT-011
13,1.5707963267948966,4,-0.41637368156705157,healthy,CT-011
14,1.5707963267948966,5,-0.5636363636363637,healthy,CT-011
15,2.356194490192345,1,0.5983080513418904,healthy,CT-011
16,2.356194490192345,2,0.5983080513418904,healthy,CT-011
17,2.356194490192345,3,0.3091502447596335,healthy,CT-011
18,2.356194490192345,4,0.053588335542510857,healthy,CT-011
19,2.356194490192345,5,-0.24775353016688062,healthy,CT-011
0,0.0,1,0.7344248250916188,healthy,CT-011
1,0.0,2,0.5777845965019945,healthy,CT-011
2,0.0,3,0.4627943721315176,healthy,CT-011
3,0.0,4,0.3655957706384709,healthy,CT-011
4,0.0,5,0.2958801498127341,healthy,CT-011
5,0.7853981633974483,1,0.40845070422535196,healthy,CT-011
6,0.7853981633974483,2,0.40845070422535196,healthy,CT-011
7,0.7853981633974483,3,-0.28694723729869204,healthy,CT-011
8,0.7853981633974483,4,-0.6103286384976526,healthy,CT-011
9,0.7853981633974483,5,-0.5159539830692425,healthy,CT-011
10,1.5707963267948966,1,0.546218487394958,healthy,CT-011
11,1.5707963267948966,2,-0.0401459854014599,healthy,CT-011
12,1.5707963267948966,3,-0.35332025777528725,healthy,CT-011
13,1.5707963267948966,4,-0.49779735682819376,healthy,CT-011
14,1.5707963267948966,5,-0.36329588014981273,healthy,CT-011
15,2.356194490192345,1,0.5704989154013014,healthy,CT-011
16,2.356194490192345,2,0.5704989154013014,healthy,CT-011
17,2.356194490192345,3,0.20987654320987653,healthy,CT-011
18,2.356194490192345,4,-0.1332171709171551,healthy,CT-011
19,2.356194490192345,5,-0.527065527065527,healthy,CT-011
0,0.0,1,0.9045286260027845,cancer,CT-012
1,0.0,2,0.7294239475553503,cancer,CT-012
2,0.0,3,0.5580269106421797,cancer,CT-012
3,0.0,4,0.4054037662613337,cancer,CT-012
4,0.0,5,0.26176638215530157,cancer,CT-012
5,0.7853981633974483,1,0.8909392811719817,cancer,CT-012
6,0.7853981633974483,2,0.8909392811719817,cancer,CT-012
7,0.7853981633974483,3,0.742874601790821,cancer,CT-012
8,0.7853981633974483,4,0.6182855189435777,cancer,CT-012
9,0.7853981633974483,5,0.507793397567525,cancer,CT-012
10,1.5707963267948966,1,0.900984222862438,cancer,CT-012
11,1.5707963267948966,2,0.7568331746986477,cancer,CT-012
12,1.5707963267948966,3,0.6485476646535527,cancer,CT-012
13,1.5707963267948966,4,0.5656359611505924,cancer,CT-012
14,1.5707963267948966,5,0.4925020918566047,cancer,CT-012
15,2.356194490192345,1,0.7729472018402389,cancer,CT-012
16,2.356194490192345,2,0.7729472018402389,cancer,CT-012
17,2.356194490192345,3,0.4397469496349739,cancer,CT-012
18,2.356194490192345,4,0.19359487925760416,cancer,CT-012
19,2.356194490192345,5,-0.048091674564542164,cancer,CT-012
0,0.0,1,0.8297067171239354,healthy,CT-012
1,0.0,2,0.6233094464779777,healthy,CT-012
2,0.0,3,0.4499081630280626,healthy,CT-012
3,0.0,4,0.3024109656100844,healthy,CT-012
4,0.0,5,0.22524873593214811,healthy,CT-012
5,0.7853981633974483,1,0.6655690717076417,healthy,CT-012
6,0.7853981633974483,2,0.6655690717076417,healthy,CT-012
7,0.7853981633974483,3,0.18387794603210744,healthy,CT-012
8,0.7853981633974483,4,-0.2527907814187973,healthy,CT-012
