,angle,distance,energy,roi_condition,patient_id
0,0.0,1,0.2027016599906448,cancer,CT-009
1,0.0,2,0.18981366258891105,cancer,CT-009
2,0.0,3,0.18379104853036304,cancer,CT-009
3,0.0,4,0.18724777273725246,cancer,CT-009
4,0.0,5,0.1767766952966369,cancer,CT-009
5,0.7853981633974483,1,0.19452968121857395,cancer,CT-009
6,0.7853981633974483,2,0.19452968121857395,cancer,CT-009
7,0.7853981633974483,3,0.2045912005690145,cancer,CT-009
8,0.7853981633974483,4,0.2282177322938192,cancer,CT-009
9,0.7853981633974483,5,0.20784609690826522,cancer,CT-009
10,1.5707963267948966,1,0.2090266242123946,cancer,CT-009
11,1.5707963267948966,2,0.19505088456261127,cancer,CT-009
12,1.5707963267948966,3,0.17173367584251303,cancer,CT-009
13,1.5707963267948966,4,0.1742709682373125,cancer,CT-009
14,1.5707963267948966,5,0.1863389981249825,cancer,CT-009
15,2.356194490192345,1,0.20222154852413726,cancer,CT-009
16,2.356194490192345,2,0.20222154852413726,cancer,CT-009
17,2.356194490192345,3,0.19839002137983244,cancer,CT-009
18,2.356194490192345,4,0.20317692831010825,cancer,CT-009
19,2.356194490192345,5,0.20976176963403026,cancer,CT-009
0,0.0,1,0.2942871697366451,healthy,CT-009
1,0.0,2,0.24431025357115083,healthy,CT-009
2,0.0,3,0.2449489742783178,healthy,CT-009
3,0.0,4,0.2288255036290997,healthy,CT-009
4,0.0,5,0.25179356624028343,healthy,CT-009
5,0.7853981633974483,1,0.27300425169748127,healthy,CT-009
6,0.7853981633974483,2,0.27300425169748127,healthy,CT-009
7,0.7853981633974483,3,0.255314603724503,healthy,CT-009
8,0.7853981633974483,4,0.2384351315417943,healthy,CT-009
9,0.7853981633974483,5,0.21154925294066415,healthy,CT-009
10,1.5707963267948966,1,0.2872818549743977,healthy,CT-009
11,1.5707963267948966,2,0.27443123000125186,healthy,CT-009
12,1.5707963267948966,3,0.2659215781283755,healthy,CT-009
13,1.5707963267948966,4,0.2743679605525721,healthy,CT-009
14,1.5707963267948966,5,0.27712812921102037,healthy,CT-009
15,2.356194490192345,1,0.2682168022518571,healthy,CT-009
16,2.356194490192345,2,0.2682168022518571,healthy,CT-009
17,2.356194490192345,3,0.24506854908372067,healthy,CT-009
18,2.356194490192345,4,0.2561204162859415,healthy,CT-009
19,2.356194490192345,5,0.26057865332352387,healthy,CT-009
0,0.0,1,0.2858817851170801,healthy,CT-009
1,0.0,2,0.24606274606286913,healthy,CT-009
2,0.0,3,0.24074713637646739,healthy,CT-009
3,0.0,4,0.23746344747958345,healthy,CT-009
4,0.0,5,0.25729360660537215,healthy,CT-009
5,0.7853981633974483,1,0.27146461021353113,healthy,CT-009
6,0.7853981633974483,2,0.27146461021353113,healthy,CT-009
7,0.7853981633974483,3,0.2619227283475033,healthy,CT-009
8,0.7853981633974483,4,0.27036002652024027,healthy,CT-009
9,0.7853981633974483,5,0.25306759942067497,healthy,CT-009
10,1.5707963267948966,1,0.2721655269759087,healthy,CT-009
11,1.5707963267948966,2,0.2702718538804956,healthy,CT-009
12,1.5707963267948966,3,0.27423362600646384,healthy,CT-009
13,1.5707963267948966,4,0.2791355704074038,healthy,CT-009
14,1.5707963267948966,5,0.2569046515733026,healthy,CT-009
15,2.356194490192345,1,0.28043991831112464,healthy,CT-009
16,2.356194490192345,2,0.28043991831112464,healthy,CT-009
17,2.356194490192345,3,0.25745714145756377,healthy,CT-009
18,2.356194490192345,4,0.26175010894654405,healthy,CT-009
19,2.356194490192345,5,0.27847135633004755,healthy,CT-009
0,0.0,1,0.33628324334270127,healthy,CT-009
1,0.0,2,0.3216170082567152,healthy,CT-009
2,0.0,3,0.3175158681556124,healthy,CT-009
3,0.0,4,0.31024184114977144,healthy,CT-009
4,0.0,5,0.3082207001484489,healthy,CT-009
5,0.7853981633974483,1,0.31293313223794017,healthy,CT-009
6,0.7853981633974483,2,0.31293313223794017,healthy,CT-009
7,0.7853981633974483,3,0.3240068961457456,healthy,CT-009
8,0.7853981633974483,4,0.30270197906512913,healthy,CT-009
9,0.7853981633974483,5,0.30994324450585264,healthy,CT-009
10,1.5707963267948966,1,0.305807976544953,healthy,CT-009
11,1.5707963267948966,2,0.3141207968282265,healthy,CT-009
12,1.5707963267948966,3,0.2899683304312063,healthy,CT-009
13,1.5707963267948966,4,0.28939592256975566,healthy,CT-009
14,1.5707963267948966,5,0.3162277660168379,healthy,CT-009
15,2.356194490192345,1,0.3171662365102501,healthy,CT-009
16,2.356194490192345,2,0.3171662365102501,healthy,CT-009
17,2.356194490192345,3,0.34179129459730245,healthy,CT-009
18,2.356194490192345,4,0.3051003344433888,healthy,CT-009
19,2.356194490192345,5,0.3233457424117449,healthy,CT-009
0,0.0,1,0.333240727877085,healthy,CT-009
1,0.0,2,0.304138126514911,healthy,CT-009
2,0.0,3,0.29433425397195023,healthy,CT-009
3,0.0,4,0.2967415635794143,healthy,CT-009
4,0.0,5,0.2908607914449797,healthy,CT-009
5,0.7853981633974483,1,0.2822007271768509,healthy,CT-009
6,0.7853981633974483,2,0.2822007271768509,healthy,CT-009
7,0.7853981633974483,3,0.31171777098843756,healthy,CT-009
8,0.7853981633974483,4,0.28571428571428575,healthy,CT-009
9,0.7853981633974483,5,0.33621440102528344,healthy,CT-009
10,1.5707963267948966,1,0.27655285477008096,healthy,CT-009
11,1.5707963267948966,2,0.28695600708122493,healthy,CT-009
12,1.5707963267948966,3,0.2862494987073411,healthy,CT-009
13,1.5707963267948966,4,0.29059326290271154,healthy,CT-009
14,1.5707963267948966,5,0.31368774282716244,healthy,CT-009
15,2.356194490192345,1,0.28568978926928723,healthy,CT-009
16,2.356194490192345,2,0.28568978926928723,healthy,CT-009
17,2.356194490192345,3,0.29481191037676885,healthy,CT-009
18,2.356194490192345,4,0.28534962151244003,healthy,CT-009
19,2.356194490192345,5,0.3227486121839514,healthy,CT-009
0,0.0,1,0.2859897261385278,healthy,CT-009
1,0.0,2,0.2702718538804957,healthy,CT-009
2,0.0,3,0.2742336260064638,healthy,CT-009
3,0.0,4,0.27335365778094545,healthy,CT-009
4,0.0,5,0.28670542373662905,healthy,CT-009
5,0.7853981633974483,1,0.27314378876342704,healthy,CT-009
6,0.7853981633974483,2,0.27314378876342704,healthy,CT-009
7,0.7853981633974483,3,0.2753282841672827,healthy,CT-009
8,0.7853981633974483,4,0.2957423825752946,healthy,CT-009
9,0.7853981633974483,5,0.3286710990610899,healthy,CT-009
10,1.5707963267948966,1,0.2653904647221375,healthy,CT-009
11,1.5707963267948966,2,0.27824786611940083,healthy,CT-009
12,1.5707963267948966,3,0.27664166758624403,healthy,CT-009
13,1.5707963267948966,4,0.2766365445449639,healthy,CT-009
14,1.5707963267948966,5,0.27604347483684527,healthy,CT-009
15,2.356194490192345,1,0.2711837362529481,healthy,CT-009
16,2.356194490192345,2,0.2711837362529481,healthy,CT-009
17,2.356194490192345,3,0.2672286152576105,healthy,CT-009
18,2.356194490192345,4,0.2911294411772879,healthy,CT-009
19,2.356194490192345,5,0.3049235888902798,healthy,CT-009
0,0.0,1,0.262466929133727,healthy,CT-009
1,0.0,2,0.23468729194398238,healthy,CT-009
2,0.0,3,0.24640269015229055,healthy,CT-009
3,0.0,4,0.23775571029478512,healthy,CT-009
4,0.0,5,0.2449489742783178,healthy,CT-009
5,0.7853981633974483,1,0.23955071496212665,healthy,CT-009
6,0.7853981633974483,2,0.23955071496212665,healthy,CT-009
7,0.7853981633974483,3,0.25146057717861064,healthy,CT-009
8,0.7853981633974483,4,0.23134253160723742,healthy,CT-009
9,0.7853981633974483,5,0.26498311150470716,healthy,CT-009
10,1.5707963267948966,1,0.23830678432808017,healthy,CT-009
11,1.5707963267948966,2,0.23402056533561322,healthy,CT-009
12,1.5707963267948966,3,0.2316753534318122,healthy,CT-009
13,1.5707963267948966,4,0.2377557102947851,healthy,CT-009
14,1.5707963267948966,5,0.2379075450674064,healthy,CT-009
15,2.356194490192345,1,0.2542130899009136,healthy,CT-009
16,2.356194490192345,2,0.2542130899009136,healthy,CT-009
17,2.356194490192345,3,0.24705294220065463,healthy,CT-009
18,2.356194490192345,4,0.22953514039187745,healthy,CT-009
19,2.356194490192345,5,0.2290614236454256,healthy,CT-009
0,0.0,1,0.2762178421034679,healthy,CT-009
1,0.0,2,0.2630945647481149,healthy,CT-009
2,0.0,3,0.2602981022612657,healthy,CT-009
3,0.0,4,0.27054471801246543,healthy,CT-009
4,0.0,5,0.2660826939130014,healthy,CT-009
5,0.7853981633974483,1,0.27286464327531296,healthy,CT-009
6,0.7853981633974483,2,0.27286464327531296,healthy,CT-009
7,0.7853981633974483,3,0.28254908312539256,healthy,CT-009
8,0.7853981633974483,4,0.3006310176052293,healthy,CT-009
9,0.7853981633974483,5,0.27708246310083334,healthy,CT-009
10,1.5707963267948966,1,0.2516611478423583,healthy,CT-009
11,1.5707963267948966,2,0.26838638191979863,healthy,CT-009
12,1.5707963267948966,3,0.26572964625340395,healthy,CT-009
13,1.5707963267948966,4,0.2600747755721206,healthy,CT-009
14,1.5707963267948966,5,0.26495282598983544,healthy,CT-009
15,2.356194490192345,1,0.2607248405178133,healthy,CT-009
16,2.356194490192345,2,0.2607248405178133,healthy,CT-009
17,2.356194490192345,3,0.2801628293287673,healthy,CT-009
18,2.356194490192345,4,0.2645200285064433,healthy,CT-009
19,2.356194490192345,5,0.29199716724484226,healthy,CT-009
0,0.0,1,0.28480012484391776,healthy,CT-009
1,0.0,2,0.2790889195220763,healthy,CT-009
2,0.0,3,0.2880263593379422,healthy,CT-009
