,angle,distance,contrast,roi_condition,patient_id
0,0.0,1,2.4444444444444446,cancer,CT-009
1,0.0,2,6.523809523809523,cancer,CT-009
2,0.0,3,8.38888888888889,cancer,CT-009
3,0.0,4,7.755555555555557,cancer,CT-009
4,0.0,5,7.305555555555555,cancer,CT-009
5,0.7853981633974483,1,4.421875,cancer,CT-009
6,0.7853981633974483,2,4.421875,cancer,CT-009
7,0.7853981633974483,3,8.061224489795919,cancer,CT-009
8,0.7853981633974483,4,7.444444444444445,cancer,CT-009
9,0.7853981633974483,5,7.639999999999998,cancer,CT-009
10,1.5707963267948966,1,2.3055555555555554,cancer,CT-009
11,1.5707963267948966,2,5.34920634920635,cancer,CT-009
12,1.5707963267948966,3,7.333333333333333,cancer,CT-009
13,1.5707963267948966,4,8.200000000000003,cancer,CT-009
14,1.5707963267948966,5,6.472222222222223,cancer,CT-009
15,2.356194490192345,1,3.359375,cancer,CT-009
16,2.356194490192345,2,3.359375,cancer,CT-009
17,2.356194490192345,3,7.142857142857144,cancer,CT-009
18,2.356194490192345,4,8.888888888888888,cancer,CT-009
19,2.356194490192345,5,10.079999999999998,cancer,CT-009
0,0.0,1,1.3214285714285716,healthy,CT-009
1,0.0,2,2.583333333333334,healthy,CT-009
2,0.0,3,3.575,healthy,CT-009
3,0.0,4,3.9375,healthy,CT-009
4,0.0,5,5.541666666666667,healthy,CT-009
5,0.7853981633974483,1,4.755102040816325,healthy,CT-009
6,0.7853981633974483,2,4.755102040816325,healthy,CT-009
7,0.7853981633974483,3,7.305555555555554,healthy,CT-009
8,0.7853981633974483,4,9.120000000000001,healthy,CT-009
9,0.7853981633974483,5,8.4375,healthy,CT-009
10,1.5707963267948966,1,2.964285714285715,healthy,CT-009
11,1.5707963267948966,2,5.666666666666668,healthy,CT-009
12,1.5707963267948966,3,6.575,healthy,CT-009
13,1.5707963267948966,4,7.75,healthy,CT-009
14,1.5707963267948966,5,8.875,healthy,CT-009
15,2.356194490192345,1,2.020408163265306,healthy,CT-009
16,2.356194490192345,2,2.020408163265306,healthy,CT-009
17,2.356194490192345,3,3.3611111111111116,healthy,CT-009
18,2.356194490192345,4,3.3200000000000003,healthy,CT-009
19,2.356194490192345,5,5.4375,healthy,CT-009
0,0.0,1,0.9464285714285715,healthy,CT-009
1,0.0,2,1.9583333333333328,healthy,CT-009
2,0.0,3,2.175,healthy,CT-009
3,0.0,4,2.40625,healthy,CT-009
4,0.0,5,2.958333333333333,healthy,CT-009
5,0.7853981633974483,1,2.2448979591836737,healthy,CT-009
6,0.7853981633974483,2,2.2448979591836737,healthy,CT-009
7,0.7853981633974483,3,2.5555555555555554,healthy,CT-009
8,0.7853981633974483,4,4.839999999999999,healthy,CT-009
9,0.7853981633974483,5,7.125,healthy,CT-009
10,1.5707963267948966,1,1.607142857142857,healthy,CT-009
11,1.5707963267948966,2,2.8750000000000004,healthy,CT-009
12,1.5707963267948966,3,3.0500000000000007,healthy,CT-009
13,1.5707963267948966,4,4.15625,healthy,CT-009
14,1.5707963267948966,5,6.333333333333334,healthy,CT-009
15,2.356194490192345,1,0.8571428571428571,healthy,CT-009
16,2.356194490192345,2,0.8571428571428571,healthy,CT-009
17,2.356194490192345,3,1.1388888888888888,healthy,CT-009
18,2.356194490192345,4,1.4000000000000001,healthy,CT-009
19,2.356194490192345,5,1.5625,healthy,CT-009
0,0.0,1,0.7857142857142858,healthy,CT-009
1,0.0,2,1.7291666666666665,healthy,CT-009
2,0.0,3,2.2,healthy,CT-009
3,0.0,4,2.65625,healthy,CT-009
4,0.0,5,2.416666666666667,healthy,CT-009
5,0.7853981633974483,1,2.2040816326530615,healthy,CT-009
6,0.7853981633974483,2,2.2040816326530615,healthy,CT-009
7,0.7853981633974483,3,3.388888888888889,healthy,CT-009
8,0.7853981633974483,4,4.28,healthy,CT-009
9,0.7853981633974483,5,3.6875,healthy,CT-009
10,1.5707963267948966,1,1.6071428571428572,healthy,CT-009
11,1.5707963267948966,2,2.541666666666667,healthy,CT-009
12,1.5707963267948966,3,3.5500000000000003,healthy,CT-009
13,1.5707963267948966,4,4.03125,healthy,CT-009
14,1.5707963267948966,5,3.5,healthy,CT-009
15,2.356194490192345,1,1.306122448979592,healthy,CT-009
16,2.356194490192345,2,1.306122448979592,healthy,CT-009
17,2.356194490192345,3,1.3055555555555556,healthy,CT-009
18,2.356194490192345,4,2.24,healthy,CT-009
19,2.356194490192345,5,1.75,healthy,CT-009
0,0.0,1,0.7857142857142858,healthy,CT-009
1,0.0,2,1.7291666666666667,healthy,CT-009
2,0.0,3,1.9750000000000003,healthy,CT-009
3,0.0,4,2.1875,healthy,CT-009
4,0.0,5,2.125,healthy,CT-009
5,0.7853981633974483,1,2.183673469387755,healthy,CT-009
6,0.7853981633974483,2,2.183673469387755,healthy,CT-009
7,0.7853981633974483,3,1.6666666666666665,healthy,CT-009
8,0.7853981633974483,4,2.8,healthy,CT-009
9,0.7853981633974483,5,1.125,healthy,CT-009
