,angle,distance,energy,roi_condition,patient_id
0,0.0,1,0.2027016599906448,cancer,CT-009
1,0.0,2,0.18981366258891105,cancer,CT-009
2,0.0,3,0.18379104853036304,cancer,CT-009
3,0.0,4,0.18724777273725246,cancer,CT-009
4,0.0,5,0.1767766952966369,cancer,CT-009
5,0.7853981633974483,1,0.19452968121857395,cancer,CT-009
6,0.7853981633974483,2,0.19452968121857395,cancer,CT-009
7,0.7853981633974483,3,0.2045912005690145,cancer,CT-009
8,0.7853981633974483,4,0.2282177322938192,cancer,CT-009
9,0.7853981633974483,5,0.20784609690826522,cancer,CT-009
10,1.5707963267948966,1,0.2090266242123946,cancer,CT-009
11,1.5707963267948966,2,0.19505088456261127,cancer,CT-009
12,1.5707963267948966,3,0.17173367584251303,cancer,CT-009
13,1.5707963267948966,4,0.1742709682373125,cancer,CT-009
14,1.5707963267948966,5,0.1863389981249825,cancer,CT-009
15,2.356194490192345,1,0.20222154852413726,cancer,CT-009
16,2.356194490192345,2,0.20222154852413726,cancer,CT-009
17,2.356194490192345,3,0.19839002137983244,cancer,CT-009
18,2.356194490192345,4,0.20317692831010825,cancer,CT-009
19,2.356194490192345,5,0.20976176963403026,cancer,CT-009
0,0.0,1,0.15248404848229616,healthy,CT-009
1,0.0,2,0.12875531872029766,healthy,CT-009
2,0.0,3,0.11965203298122348,healthy,CT-009
3,0.0,4,0.11738524981870592,healthy,CT-009
4,0.0,5,0.11200198410940965,healthy,CT-009
5,0.7853981633974483,1,0.13326662235373876,healthy,CT-009
6,0.7853981633974483,2,0.13326662235373876,healthy,CT-009
7,0.7853981633974483,3,0.11444750751690838,healthy,CT-009
8,0.7853981633974483,4,0.10441000878626029,healthy,CT-009
9,0.7853981633974483,5,0.09600160724566022,healthy,CT-009
10,1.5707963267948966,1,0.13526418185154102,healthy,CT-009
11,1.5707963267948966,2,0.11201025085364419,healthy,CT-009
12,1.5707963267948966,3,0.10036697371030326,healthy,CT-009
13,1.5707963267948966,4,0.09312290266094587,healthy,CT-009
14,1.5707963267948966,5,0.09318440498996243,healthy,CT-009
15,2.356194490192345,1,0.12449975099304285,healthy,CT-009
16,2.356194490192345,2,0.12449975099304285,healthy,CT-009
17,2.356194490192345,3,0.10464283029731289,healthy,CT-009
18,2.356194490192345,4,0.0954540776756659,healthy,CT-009
19,2.356194490192345,5,0.09718636956738069,healthy,CT-009
0,0.0,1,0.2264152168373682,healthy,CT-009
1,0.0,2,0.20850918504208288,healthy,CT-009
2,0.0,3,0.20437473215118473,healthy,CT-009
3,0.0,4,0.19278996018983977,healthy,CT-009
4,0.0,5,0.1876462392671676,healthy,CT-009
5,0.7853981633974483,1,0.20839237786902043,healthy,CT-009
6,0.7853981633974483,2,0.20839237786902043,healthy,CT-009
7,0.7853981633974483,3,0.19596942658505118,healthy,CT-009
8,0.7853981633974483,4,0.18763452368632302,healthy,CT-009
9,0.7853981633974483,5,0.18582421706666089,healthy,CT-009
10,1.5707963267948966,1,0.22066852593414887,healthy,CT-009
11,1.5707963267948966,2,0.1978277090529428,healthy,CT-009
12,1.5707963267948966,3,0.18983693603652854,healthy,CT-009
13,1.5707963267948966,4,0.18174770029494183,healthy,CT-009
14,1.5707963267948966,5,0.18261982367749677,healthy,CT-009
15,2.356194490192345,1,0.2215027457252499,healthy,CT-009
16,2.356194490192345,2,0.2215027457252499,healthy,CT-009
17,2.356194490192345,3,0.20936529961923425,healthy,CT-009
18,2.356194490192345,4,0.20726614715393685,healthy,CT-009
19,2.356194490192345,5,0.19879704140624177,healthy,CT-009
0,0.0,1,0.14710973536182825,healthy,CT-009
1,0.0,2,0.12987410808401065,healthy,CT-009
2,0.0,3,0.12542315917776703,healthy,CT-009
3,0.0,4,0.12197511913296089,healthy,CT-009
4,0.0,5,0.11862639766182831,healthy,CT-009
5,0.7853981633974483,1,0.12394380787366813,healthy,CT-009
6,0.7853981633974483,2,0.12394380787366813,healthy,CT-009
7,0.7853981633974483,3,0.1127705302866982,healthy,CT-009
8,0.7853981633974483,4,0.10001735939650262,healthy,CT-009
9,0.7853981633974483,5,0.09321952784204472,healthy,CT-009
10,1.5707963267948966,1,0.13160526052684196,healthy,CT-009
11,1.5707963267948966,2,0.12230111090417398,healthy,CT-009
12,1.5707963267948966,3,0.11178405405282289,healthy,CT-009
13,1.5707963267948966,4,0.09951052080056662,healthy,CT-009
14,1.5707963267948966,5,0.0963500562186309,healthy,CT-009
15,2.356194490192345,1,0.13804633475859227,healthy,CT-009
16,2.356194490192345,2,0.13804633475859227,healthy,CT-009
17,2.356194490192345,3,0.13129079663674814,healthy,CT-009
18,2.356194490192345,4,0.12647520333908,healthy,CT-009
19,2.356194490192345,5,0.12315533414401911,healthy,CT-009
0,0.0,1,0.26336833690940636,healthy,CT-009
1,0.0,2,0.23239726257923307,healthy,CT-009
2,0.0,3,0.22104853934691548,healthy,CT-009
3,0.0,4,0.2176310668310019,healthy,CT-009
4,0.0,5,0.2145538005567213,healthy,CT-009
5,0.7853981633974483,1,0.23465726963487388,healthy,CT-009
6,0.7853981633974483,2,0.23465726963487388,healthy,CT-009
7,0.7853981633974483,3,0.23199531448106342,healthy,CT-009
8,0.7853981633974483,4,0.22896275086622261,healthy,CT-009
9,0.7853981633974483,5,0.21935950243514354,healthy,CT-009
10,1.5707963267948966,1,0.24246255101078862,healthy,CT-009
11,1.5707963267948966,2,0.2272605917074271,healthy,CT-009
12,1.5707963267948966,3,0.22270552499893645,healthy,CT-009
13,1.5707963267948966,4,0.22161075814364248,healthy,CT-009
14,1.5707963267948966,5,0.22484562605386735,healthy,CT-009
15,2.356194490192345,1,0.2456487454559043,healthy,CT-009
16,2.356194490192345,2,0.2456487454559043,healthy,CT-009
17,2.356194490192345,3,0.23603545144591642,healthy,CT-009
18,2.356194490192345,4,0.23787511754044585,healthy,CT-009
19,2.356194490192345,5,0.23494397083899332,healthy,CT-009
0,0.0,1,0.29202227365433847,healthy,CT-009
1,0.0,2,0.26573186848010144,healthy,CT-009
2,0.0,3,0.2658553474052095,healthy,CT-009
3,0.0,4,0.2651650429449553,healthy,CT-009
4,0.0,5,0.26323837950504947,healthy,CT-009
5,0.7853981633974483,1,0.2675533201481923,healthy,CT-009
6,0.7853981633974483,2,0.2675533201481923,healthy,CT-009
7,0.7853981633974483,3,0.2680924674472712,healthy,CT-009
8,0.7853981633974483,4,0.26326018130599627,healthy,CT-009
9,0.7853981633974483,5,0.26614150151399724,healthy,CT-009
10,1.5707963267948966,1,0.2646536439320974,healthy,CT-009
11,1.5707963267948966,2,0.26501222892817883,healthy,CT-009
12,1.5707963267948966,3,0.2574327607309875,healthy,CT-009
13,1.5707963267948966,4,0.2574286915827371,healthy,CT-009
14,1.5707963267948966,5,0.2584892002901991,healthy,CT-009
15,2.356194490192345,1,0.2700582416287161,healthy,CT-009
16,2.356194490192345,2,0.2700582416287161,healthy,CT-009
17,2.356194490192345,3,0.2678791878053599,healthy,CT-009
18,2.356194490192345,4,0.2658398940104638,healthy,CT-009
19,2.356194490192345,5,0.2674141262936688,healthy,CT-009
0,0.0,1,0.29125052756363234,healthy,CT-009
1,0.0,2,0.26133264833621495,healthy,CT-009
2,0.0,3,0.25201609219778726,healthy,CT-009
3,0.0,4,0.25284513849884477,healthy,CT-009
4,0.0,5,0.2552232138518926,healthy,CT-009
5,0.7853981633974483,1,0.25690934088733314,healthy,CT-009
6,0.7853981633974483,2,0.25690934088733314,healthy,CT-009
7,0.7853981633974483,3,0.2622185603427092,healthy,CT-009
8,0.7853981633974483,4,0.2600686148666236,healthy,CT-009
9,0.7853981633974483,5,0.2656393608250314,healthy,CT-009
10,1.5707963267948966,1,0.2597076451355028,healthy,CT-009
11,1.5707963267948966,2,0.2629662232453081,healthy,CT-009
12,1.5707963267948966,3,0.2597410208724749,healthy,CT-009
13,1.5707963267948966,4,0.2610076627227637,healthy,CT-009
14,1.5707963267948966,5,0.26355475922682764,healthy,CT-009
15,2.356194490192345,1,0.26339106159595155,healthy,CT-009
16,2.356194490192345,2,0.26339106159595155,healthy,CT-009
17,2.356194490192345,3,0.260834427145637,healthy,CT-009
18,2.356194490192345,4,0.25748920529649166,healthy,CT-009
19,2.356194490192345,5,0.2606818311464068,healthy,CT-009
0,0.0,1,0.21751556126075605,healthy,CT-009
1,0.0,2,0.19714395943254445,healthy,CT-009
2,0.0,3,0.1907914675320806,healthy,CT-009
3,0.0,4,0.19751878866325606,healthy,CT-009
4,0.0,5,0.19144189719076649,healthy,CT-009
5,0.7853981633974483,1,0.19986874246589967,healthy,CT-009
6,0.7853981633974483,2,0.19986874246589967,healthy,CT-009
7,0.7853981633974483,3,0.1995221772702961,healthy,CT-009
8,0.7853981633974483,4,0.21169571664972217,healthy,CT-009
9,0.7853981633974483,5,0.2174732551354735,healthy,CT-009
10,1.5707963267948966,1,0.1986711393399862,healthy,CT-009
11,1.5707963267948966,2,0.19745682447275453,healthy,CT-009
12,1.5707963267948966,3,0.19192162471853474,healthy,CT-009
13,1.5707963267948966,4,0.18790321228627252,healthy,CT-009
14,1.5707963267948966,5,0.17916472867168917,healthy,CT-009
15,2.356194490192345,1,0.19690985265981062,healthy,CT-009
16,2.356194490192345,2,0.19690985265981062,healthy,CT-009
17,2.356194490192345,3,0.19231392073672077,healthy,CT-009
18,2.356194490192345,4,0.1857425780816999,healthy,CT-009
19,2.356194490192345,5,0.1748019596505035,healthy,CT-009
0,0.0,1,0.21310915622134577,healthy,CT-009
1,0.0,2,0.1823944815875202,healthy,CT-009
2,0.0,3,0.17361662813225534,healthy,CT-009
