,angle,distance,dissimilarity,roi_condition,patient_id
0,0.0,1,1.2222222222222223,cancer,CT-009
1,0.0,2,1.9523809523809526,cancer,CT-009
2,0.0,3,2.2777777777777786,cancer,CT-009
3,0.0,4,2.2888888888888896,cancer,CT-009
4,0.0,5,2.194444444444444,cancer,CT-009
5,0.7853981633974483,1,1.515625,cancer,CT-009
6,0.7853981633974483,2,1.515625,cancer,CT-009
7,0.7853981633974483,3,2.0612244897959187,cancer,CT-009
8,0.7853981633974483,4,2.111111111111111,cancer,CT-009
9,0.7853981633974483,5,2.1999999999999997,cancer,CT-009
10,1.5707963267948966,1,1.1666666666666665,cancer,CT-009
11,1.5707963267948966,2,1.7619047619047623,cancer,CT-009
12,1.5707963267948966,3,2.1481481481481484,cancer,CT-009
13,1.5707963267948966,4,2.2,cancer,CT-009
14,1.5707963267948966,5,2.0833333333333335,cancer,CT-009
15,2.356194490192345,1,1.421875,cancer,CT-009
16,2.356194490192345,2,1.421875,cancer,CT-009
17,2.356194490192345,3,2.163265306122449,cancer,CT-009
18,2.356194490192345,4,2.5555555555555554,cancer,CT-009
19,2.356194490192345,5,2.5599999999999996,cancer,CT-009
0,0.0,1,0.7736842105263159,healthy,CT-009
1,0.0,2,1.1388888888888888,healthy,CT-009
2,0.0,3,1.2529411764705878,healthy,CT-009
3,0.0,4,1.40625,healthy,CT-009
4,0.0,5,1.4199999999999997,healthy,CT-009
5,0.7853981633974483,1,1.0609418282548475,healthy,CT-009
6,0.7853981633974483,2,1.0609418282548475,healthy,CT-009
7,0.7853981633974483,3,1.4012345679012344,healthy,CT-009
8,0.7853981633974483,4,1.5640138408304503,healthy,CT-009
9,0.7853981633974483,5,1.64453125,healthy,CT-009
10,1.5707963267948966,1,0.9684210526315791,healthy,CT-009
11,1.5707963267948966,2,1.3972222222222224,healthy,CT-009
12,1.5707963267948966,3,1.5294117647058822,healthy,CT-009
13,1.5707963267948966,4,1.628125,healthy,CT-009
14,1.5707963267948966,5,1.5600000000000005,healthy,CT-009
15,2.356194490192345,1,1.0498614958448753,healthy,CT-009
16,2.356194490192345,2,1.0498614958448753,healthy,CT-009
17,2.356194490192345,3,1.4043209876543212,healthy,CT-009
18,2.356194490192345,4,1.4463667820069204,healthy,CT-009
19,2.356194490192345,5,1.41015625,healthy,CT-009
0,0.0,1,0.7894736842105263,healthy,CT-009
1,0.0,2,1.175,healthy,CT-009
2,0.0,3,1.2323529411764707,healthy,CT-009
3,0.0,4,1.253125,healthy,CT-009
4,0.0,5,1.2866666666666666,healthy,CT-009
5,0.7853981633974483,1,1.2797783933518005,healthy,CT-009
6,0.7853981633974483,2,1.2797783933518005,healthy,CT-009
7,0.7853981633974483,3,1.6388888888888893,healthy,CT-009
8,0.7853981633974483,4,2.013840830449827,healthy,CT-009
9,0.7853981633974483,5,2.27734375,healthy,CT-009
10,1.5707963267948966,1,1.068421052631579,healthy,CT-009
11,1.5707963267948966,2,1.6666666666666667,healthy,CT-009
12,1.5707963267948966,3,1.9441176470588237,healthy,CT-009
13,1.5707963267948966,4,2.1781249999999996,healthy,CT-009
14,1.5707963267948966,5,2.243333333333333,healthy,CT-009
15,2.356194490192345,1,1.0914127423822715,healthy,CT-009
16,2.356194490192345,2,1.0914127423822715,healthy,CT-009
17,2.356194490192345,3,1.5771604938271606,healthy,CT-009
18,2.356194490192345,4,1.7993079584775087,healthy,CT-009
19,2.356194490192345,5,1.87890625,healthy,CT-009
0,0.0,1,0.831578947368421,healthy,CT-009
1,0.0,2,1.3444444444444443,healthy,CT-009
2,0.0,3,1.623529411764706,healthy,CT-009
3,0.0,4,1.9156250000000001,healthy,CT-009
4,0.0,5,2.2400000000000007,healthy,CT-009
5,0.7853981633974483,1,1.398891966759003,healthy,CT-009
6,0.7853981633974483,2,1.398891966759003,healthy,CT-009
7,0.7853981633974483,3,2.132716049382716,healthy,CT-009
8,0.7853981633974483,4,2.9031141868512114,healthy,CT-009
9,0.7853981633974483,5,3.625,healthy,CT-009
10,1.5707963267948966,1,1.181578947368421,healthy,CT-009
11,1.5707963267948966,2,1.8555555555555554,healthy,CT-009
12,1.5707963267948966,3,2.3794117647058823,healthy,CT-009
13,1.5707963267948966,4,2.8875,healthy,CT-009
14,1.5707963267948966,5,3.4000000000000004,healthy,CT-009
15,2.356194490192345,1,1.191135734072022,healthy,CT-009
16,2.356194490192345,2,1.191135734072022,healthy,CT-009
17,2.356194490192345,3,1.7283950617283956,healthy,CT-009
18,2.356194490192345,4,2.114186851211073,healthy,CT-009
19,2.356194490192345,5,2.375,healthy,CT-009
0,0.0,1,0.9263157894736842,healthy,CT-009
1,0.0,2,1.55,healthy,CT-009
2,0.0,3,1.829411764705882,healthy,CT-009
3,0.0,4,2.053125,healthy,CT-009
4,0.0,5,2.33,healthy,CT-009
5,0.7853981633974483,1,2.102493074792244,healthy,CT-009
6,0.7853981633974483,2,2.102493074792244,healthy,CT-009
7,0.7853981633974483,3,3.57716049382716,healthy,CT-009
8,0.7853981633974483,4,4.799307958477509,healthy,CT-009
9,0.7853981633974483,5,5.640625,healthy,CT-009
10,1.5707963267948966,1,1.6921052631578948,healthy,CT-009
11,1.5707963267948966,2,3.052777777777778,healthy,CT-009
12,1.5707963267948966,3,4.126470588235294,healthy,CT-009
13,1.5707963267948966,4,5.00625,healthy,CT-009
14,1.5707963267948966,5,5.8100000000000005,healthy,CT-009
15,2.356194490192345,1,1.4542936288088644,healthy,CT-009
